2020-04-04,"Cortland","New York",14
2020-04-04,"Coryell","Texas",4
2020-04-04,"Coshocton","Ohio",8
2020-04-04,"Costilla","Colorado",3
2020-04-04,"Cotton","Oklahoma",4
2020-04-04,"Cottonwood","Minnesota",5
2020-04-04,"Covington","Alabama",4
2020-04-04,"Covington","Mississippi",4
2020-04-04,"Covington","Virginia",1
2020-04-04,"Coweta","Georgia",58
2020-04-04,"Cowley","Kansas",1
2020-04-04,"Cowlitz","Washington",18
2020-04-04,"Craig","Oklahoma",3
2020-04-04,"Craighead","Arkansas",16
2020-04-04,"Crane","Texas",2
2020-04-04,"Craven","North Carolina",14
2020-04-04,"Crawford","Arkansas",1
2020-04-04,"Crawford","Illinois",2
2020-04-04,"Crawford","Indiana",5
2020-04-04,"Crawford","Iowa",4
2020-04-04,"Crawford","Kansas",4
2020-04-04,"Crawford","Michigan",1
2020-04-04,"Crawford","Missouri",2
2020-04-04,"Crawford","Ohio",7
2020-04-04,"Crawford","Pennsylvania",5
2020-04-04,"Crawford","Wisconsin",1
2020-04-04,"Creek","Oklahoma",43
2020-04-04,"Crenshaw","Alabama",2
2020-04-04,"Crisp","Georgia",25
2020-04-04,"Crittenden","Arkansas",43
2020-04-04,"Crittenden","Kentucky",1
2020-04-04,"Crook","Oregon",1
2020-04-04,"Cross","Arkansas",5
2020-04-04,"Crow Wing","Minnesota",5
2020-04-04,"Crowley","Colorado",1
2020-04-04,"Cullman","Alabama",15
2020-04-04,"Culpeper","Virginia",8
2020-04-04,"Cumberland","Illinois",1
2020-04-04,"Cumberland","Kentucky",1
2020-04-04,"Cumberland","Maine",231
2020-04-04,"Cumberland","New Jersey",40
2020-04-04,"Cumberland","North Carolina",42
2020-04-04,"Cumberland","Pennsylvania",54
2020-04-04,"Cumberland","Tennessee",23
2020-04-04,"Cumberland","Virginia",2
2020-04-04,"Cuming","Nebraska",1
2020-04-04,"Currituck","North Carolina",2
2020-04-04,"Curry","New Mexico",6
2020-04-04,"Custer","Colorado",2
2020-04-04,"Custer","Idaho",2
2020-04-04,"Custer","Oklahoma",5
2020-04-04,"Cuyahoga","Ohio",781
2020-04-04,"Dade","Georgia",1
2020-04-04,"Dakota","Minnesota",56
2020-04-04,"Dale","Alabama",2
2020-04-04,"Dallas","Alabama",7
2020-04-04,"Dallas","Iowa",33
2020-04-04,"Dallas","Texas",1105
2020-04-04,"Dane","Wisconsin",269
2020-04-04,"Danville","Virginia",12
2020-04-04,"Dare","North Carolina",5
2020-04-04,"Darke","Ohio",28
2020-04-04,"Darlington","South Carolina",19
2020-04-04,"Dauphin","Pennsylvania",99
2020-04-04,"Davidson","North Carolina",53
2020-04-04,"Davidson","Tennessee",741
2020-04-04,"Davie","North Carolina",14
2020-04-04,"Daviess","Kentucky",55
2020-04-04,"Davis","Utah",137
2020-04-04,"Davison","South Dakota",3
2020-04-04,"Dawson","Georgia",13
2020-04-04,"Dawson","Nebraska",1
2020-04-04,"Dawson","Texas",5
2020-04-04,"De Soto","Louisiana",71
2020-04-04,"De Witt","Illinois",1
2020-04-04,"DeKalb","Alabama",13
2020-04-04,"DeKalb","Georgia",500
2020-04-04,"DeKalb","Illinois",19
2020-04-04,"DeKalb","Indiana",3
2020-04-04,"DeKalb","Missouri",1
2020-04-04,"DeKalb","Tennessee",5
2020-04-04,"DeSoto","Florida",11
2020-04-04,"DeSoto","Mississippi",118
2020-04-04,"DeWitt","Texas",6
2020-04-04,"Deaf Smith","Texas",3
2020-04-04,"Dearborn","Indiana",30
2020-04-04,"Decatur","Georgia",16
2020-04-04,"Decatur","Indiana",79
2020-04-04,"Deer Lodge","Montana",3
2020-04-04,"Defiance","Ohio",7
2020-04-04,"Del Norte","California",2
2020-04-04,"Delaware","Indiana",33
2020-04-04,"Delaware","New York",26
2020-04-04,"Delaware","Ohio",69
2020-04-04,"Delaware","Oklahoma",11
2020-04-04,"Delaware","Pennsylvania",616
2020-04-04,"Delta","Colorado",4
2020-04-04,"Delta","Michigan",5
2020-04-04,"Denton","Texas",273
2020-04-04,"Denver","Colorado",716
2020-04-04,"Des Moines","Iowa",1
2020-04-04,"Deschutes","Oregon",36
2020-04-04,"Desha","Arkansas",2
2020-04-04,"Deuel","South Dakota",1
2020-04-04,"Dickinson","Iowa",1
2020-04-04,"Dickinson","Michigan",1
2020-04-04,"Dickson","Tennessee",22
2020-04-04,"Dillon","South Carolina",1
2020-04-04,"District of Columbia","District of Columbia",902
2020-04-04,"Divide","North Dakota",1
2020-04-04,"Dixie","Florida",1
2020-04-04,"Dodge","Georgia",5
2020-04-04,"Dodge","Minnesota",10
2020-04-04,"Dodge","Nebraska",6
2020-04-04,"Dodge","Wisconsin",14
2020-04-04,"Dona Ana","New Mexico",22
2020-04-04,"Doniphan","Kansas",1
2020-04-04,"Donley","Texas",5
2020-04-04,"Dooly","Georgia",15
2020-04-04,"Door","Wisconsin",2
2020-04-04,"Dorchester","Maryland",1
